"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HCLP","Hi-Crush Partners LP","4.34","$437.76M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/hclp",
"PCF","High Income Securities Fund","8.9","$115.08M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcf",
"HFRO","Highland Floating Rate Opportunities Fund","13.27","$951.85M","2017","n/a","n/a","https://www.nasdaq.com/symbol/hfro",
"SNLN","Highland/iBoxx Senior Loan ETF","17.38","$453.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/snln",
"HPR","HighPoint Resources Corporation","2.9","n/a","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/hpr",
"HPJ","Highpower International Inc","2.25","$35.01M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","2.81","$10.68M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hiho",
"HIW","Highwoods Properties, Inc.","39.89","$4.13B","1994","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","3.15","$175.01M","n/a","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","38.7","$2.41B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/hi",
"HLM^","Hillman Group Capital Trust","30.9","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hlm^",
"HRC","Hill-Rom Holdings Inc","87.84","$5.91B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","18.73","$1.77B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","27.1","$2.63B","2016","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","69.94","$20.74B","2016","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/hlt",
"HIMX","Himax Technologies, Inc.","3.45","$593.76M","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","205.7","$438.71M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","0.2245","$13.92M","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/hsgx",
"HCCH","HL Acquisitions Corp.","9.85","$68.59M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcch",
"HCCHR","HL Acquisitions Corp.","0.301","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcchr",
"HCCHU","HL Acquisitions Corp.","10.34","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcchu",
"HCCHW","HL Acquisitions Corp.","0.3","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcchw",
"HMG","HMG/Courtland Properties, Inc.","13.6","$13.78M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hmg",
"HMNF","HMN Financial, Inc.","20.05","$96.73M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","28.33","$2.38B","1992","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/hmsy",
"HNI","HNI Corporation","37.08","$1.62B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","17.1","$567.6M","2014","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/hmlp",
"HMLP^A","Hoegh LNG Partners LP","24.88","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hmlp^a",
"HEP","Holly Energy Partners, L.P.","29.97","$3.16B","2004","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","51.72","$8.96B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/hfc",
"HOLI","Hollysys Automation Technologies, Ltd.","18.3","$1.1B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","39.15","$11.32B","1990","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","36.11","$342.33M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","17.07","$2.95B","2006","Finance","Major Banks","https://www.nasdaq.com/symbol/homb",
"HD","Home Depot, Inc. (The)","173.62","$196.11B","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/hd",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","30.134","$56.64M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","22.4","$604.62M","2012","Finance","Major Banks","https://www.nasdaq.com/symbol/hmst",
"HMTA","HomeTown Bankshares Corporation","12.5","$72.62M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hmta",
"HTBI","HomeTrust Bancshares, Inc.","26.5","$493.97M","2012","Finance","Savings Institutions","https://www.nasdaq.com/symbol/htbi",
"FIXX","Homology Medicines, Inc.","24.47","$917.52M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fixx",
"HMC","Honda Motor Company, Ltd.","27.31","$48.07B","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","134.62","$99.71B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hon",
"HOFT","Hooker Furniture Corporation","28.31","$333.64M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hoft",
"HOPE","Hope Bancorp, Inc.","12.46","$1.6B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hope",
"HFBC","HopFed Bancorp, Inc.","14.24","$94.68M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hfbc",
"HMN","Horace Mann Educators Corporation","37.94","$1.55B","1991","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hmn",
"HBNC","Horizon Bancorp, Inc.","16.44","$630.77M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbnc",
"HZN","Horizon Global Corporation","1.91","$47.96M","2015","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/hzn",
"HZNP","Horizon Pharma plc","20.39","$3.42B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","11.05","$127.44M","2010","n/a","n/a","https://www.nasdaq.com/symbol/hrzn",
"HTFA","Horizon Technology Finance Corporation","25.1","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/htfa",
"HRL","Hormel Foods Corporation","41.7","$22.29B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","1.62","$60.9M","2004","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/hos",
"HPT","Hospitality Properties Trust","24.17","$3.97B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hpt",
"HST","Host Hotels & Resorts, Inc.","16.87","$12.52B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hst",
"TWNK","Hostess Brands, Inc.","11.17","$1.45B","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.01","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnkw",
"HMHC","Houghton Mifflin Harcourt Company","9.75","$1.2B","2013","Consumer Services","Books","https://www.nasdaq.com/symbol/hmhc",
"HLI","Houlihan Lokey, Inc.","38.05","$2.5B","2015","Finance","Investment Managers","https://www.nasdaq.com/symbol/hli",
"HUSA","Houston American Energy Corporation","0.1969","$12.25M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/husa",
"HWCC","Houston Wire & Cable Company","5.27","$87.08M","2006","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hwcc",
"HOV","Hovnanian Enterprises Inc","0.7771","$115.31M","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hov",
"HOVNP","Hovnanian Enterprises Inc","2.42","$12.1M","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","15.45","$294.07M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbmd",
"HHC","Howard Hughes Corporation (The)","99.58","$4.28B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","20.72","$32.19B","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hpq",
"HSBC","HSBC Holdings plc","41.61","$166.74B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.71","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hsbc^a",
"HTGM","HTG Molecular Diagnostics, Inc.","2.67","$76.08M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/htgm",
"HMI","Huami Corporation","10.18","$605.04M","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hmi",
"HNP","Huaneng Power International, Inc.","24.79","$9.73B","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/hnp",
"HTHT","Huazhu Group Limited","29.43","$8.56B","2010","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/htht",
"HUBG","Hub Group, Inc.","37.07","$1.27B","1996","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hubg",
"HUBB","Hubbell Inc","100.37","$5.49B","2015","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","126.76","$4.97B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","5.04","$1.32B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/hbm",
"HSON","Hudson Global, Inc.","1.39","$44.55M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/hson",
"HUD","Hudson Ltd.","16.76","$1.55B","2018","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/hud",
"HPP","Hudson Pacific Properties, Inc.","27.9","$4.37B","2010","Finance","Real Estate","https://www.nasdaq.com/symbol/hpp",
"HDSN","Hudson Technologies, Inc.","1.11","$47.29M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/hdsn",
"HUM","Humana Inc.","276.62","$37.95B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hum",
"HCFT","Hunt Companies Finance Trust, Inc.","2.95","$69.88M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hcft",
"HCFT^A","Hunt Companies Finance Trust, Inc.","25.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcft^a",
"HUNT","Hunter Maritime Acquisition Corp.","9.93","$188.34M","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hunt",
"HUNTU","Hunter Maritime Acquisition Corp.","10.0811","n/a","2016","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntu",
"HUNTW","Hunter Maritime Acquisition Corp.","0.17","n/a","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntw",
"HBAN","Huntington Bancshares Incorporated","12.38","$13.14B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","24.78","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","25.27","$20.13B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbano",
"HII","Huntington Ingalls Industries, Inc.","195.52","$8.4B","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","21.06","$5.02B","2005","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hun",
"HURC","Hurco Companies, Inc.","37.81","$253.97M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","49.76","$1.12B","2004","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","21.45","$2.86B","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hcm",
